Transaction Amount,Payment Method,Is Fraudulent,Account Age Days
116.99,PayPal,0,104
22.91,PayPal,0,128
228.08,bank transfer,0,113
474.91,bank transfer,0,361
53.37,PayPal,0,124
656.13,debit card,0,321
18.86,PayPal,0,351
337.08,debit card,0,243
75.64,PayPal,0,85
369.27,debit card,0,193
51.77,debit card,0,166
32.44,PayPal,0,203
124.16,bank transfer,0,22
116.18,PayPal,0,140
117.62,PayPal,0,202
478.25,debit card,0,167
39.3,credit card,0,208
438.38,debit card,0,192
65.83,debit card,0,298
51.05,debit card,0,187
16.71,debit card,0,105
141.8,debit card,0,210
204.32,bank transfer,0,113
80.74,bank transfer,0,174
145.77,credit card,0,154
179.01,credit card,0,237
307.18,bank transfer,0,331
50.87,debit card,0,154
123.78,credit card,0,285
184.09,PayPal,0,123
18.49,debit card,0,79
218.94,PayPal,0,130
201.7,credit card,0,204
646.26,bank transfer,0,131
53.12,debit card,0,27
92.1,PayPal,0,285
60.05,PayPal,0,21
18.79,debit card,0,259
258.62,debit card,0,124
143.02,credit card,0,206
781.78,credit card,0,299
14.49,bank transfer,0,320
93.36,credit card,0,152
31.91,debit card,0,250
41.44,debit card,0,105
377.95,debit card,0,132
180.95,bank transfer,0,356
53.54,bank transfer,0,173
481.09,credit card,0,99
361.0,credit card,0,259
109.48,PayPal,0,254
534.81,debit card,0,203
488.12,credit card,1,2
50.42,bank transfer,0,171
517.78,debit card,0,26
249.44,credit card,0,106
104.02,credit card,0,2
267.16,credit card,0,197
41.52,bank transfer,0,170
121.35,bank transfer,0,108
26.62,debit card,0,344
695.04,bank transfer,0,49
86.79,PayPal,0,198
455.61,credit card,0,306
465.92,PayPal,0,106
86.54,debit card,0,305
35.58,bank transfer,0,320
308.7,debit card,0,48
512.85,debit card,0,265
18.95,bank transfer,0,199
111.17,bank transfer,0,29
217.61,debit card,0,289
21.45,bank transfer,0,113
23.62,PayPal,0,98
19.23,bank transfer,0,336
94.53,debit card,0,296
73.86,PayPal,0,55
278.05,bank transfer,0,120
247.04,bank transfer,0,59
163.48,PayPal,0,276
103.8,PayPal,0,28
239.43,debit card,0,216
96.03,bank transfer,0,94
229.71,bank transfer,0,195
293.59,credit card,0,225
66.46,credit card,0,148
114.3,bank transfer,0,77
186.06,credit card,0,320
89.6,credit card,0,345
72.27,bank transfer,0,102
913.33,bank transfer,0,336
314.12,debit card,0,214
403.46,debit card,0,201
11.9,credit card,0,172
19.12,debit card,0,49
276.11,credit card,0,350
21.41,PayPal,0,236
68.59,PayPal,0,344
663.95,PayPal,0,122
304.17,credit card,0,252
88.09,debit card,0,128
296.52,credit card,0,104
461.44,bank transfer,0,152
33.16,bank transfer,0,272
42.58,PayPal,0,28
237.02,bank transfer,0,199
55.78,credit card,0,26
142.3,credit card,0,116
152.19,credit card,0,135
298.29,PayPal,0,347
49.51,PayPal,0,81
454.42,debit card,0,346
132.62,credit card,0,251
686.11,debit card,0,302
207.93,credit card,0,353
32.2,PayPal,1,215
238.08,debit card,0,22
212.6,bank transfer,0,349
185.01,bank transfer,0,126
115.66,PayPal,0,205
262.36,PayPal,0,229
498.55,debit card,0,93
171.46,bank transfer,0,209
22.94,credit card,0,226
144.78,credit card,0,270
53.54,PayPal,0,107
73.34,debit card,0,295
95.22,PayPal,0,210
173.3,debit card,0,267
220.71,debit card,0,346
357.67,credit card,0,68
188.86,debit card,0,4
69.77,PayPal,0,286
201.74,credit card,0,165
905.71,PayPal,0,196
320.31,credit card,0,6
160.5,debit card,0,286
708.2,bank transfer,0,158
81.73,PayPal,0,276
60.55,PayPal,0,302
27.68,debit card,0,95
143.15,PayPal,0,32
90.84,PayPal,0,1
525.63,debit card,0,14
624.39,bank transfer,0,20
59.68,debit card,0,104
137.08,credit card,1,26
375.28,bank transfer,0,257
290.94,debit card,0,133
127.5,bank transfer,0,197
136.0,debit card,0,22
96.2,bank transfer,0,25
54.5,bank transfer,0,82
15.13,credit card,0,87
256.01,debit card,0,255
113.3,credit card,0,72
370.79,bank transfer,0,91
98.39,bank transfer,0,52
1165.05,PayPal,1,20
91.63,debit card,0,259
195.11,bank transfer,0,182
95.46,credit card,0,102
172.24,PayPal,0,80
683.58,PayPal,0,229
377.16,debit card,0,258
166.64,PayPal,0,350
26.8,PayPal,0,83
418.9,debit card,0,24
48.88,PayPal,0,345
482.38,credit card,0,46
252.0,PayPal,0,52
512.29,debit card,0,225
153.34,PayPal,0,160
44.96,debit card,0,124
22.19,PayPal,0,195
44.38,PayPal,0,128
18.08,debit card,0,342
147.05,PayPal,0,47
66.62,credit card,0,352
176.58,PayPal,0,242
127.81,bank transfer,0,35
454.05,bank transfer,0,147
133.47,credit card,0,130
450.89,PayPal,0,347
55.94,credit card,0,111
218.8,PayPal,0,330
160.85,PayPal,0,282
237.37,debit card,0,318
881.8000000000001,debit card,1,346
630.27,bank transfer,0,288
603.65,credit card,0,122
178.02,debit card,0,323
148.1,PayPal,0,199
311.91,bank transfer,0,292
245.5,credit card,0,233
92.05,debit card,0,233
31.84,bank transfer,0,296
201.09,bank transfer,0,115
188.94,PayPal,0,179
364.38,debit card,0,113
202.49,bank transfer,0,260
80.46,debit card,0,256
179.35,credit card,0,159
148.56,credit card,0,190
103.27,bank transfer,0,166
266.56,credit card,0,257
77.72,credit card,0,66
246.91,credit card,0,333
56.19,PayPal,0,333
59.47,bank transfer,0,156
108.61,credit card,0,270
223.67,PayPal,0,323
44.93,credit card,0,99
644.65,bank transfer,0,78
87.04,PayPal,0,308
69.12,bank transfer,0,177
212.4,credit card,0,53
156.49,credit card,0,309
361.53,PayPal,0,314
11.33,credit card,0,254
172.43,bank transfer,0,105
102.58,credit card,0,236
906.94,credit card,0,117
414.73,credit card,0,90
231.83,credit card,0,236
63.68,bank transfer,0,187
58.33,bank transfer,0,55
70.2,credit card,0,86
25.61,debit card,0,89
93.28,credit card,0,190
267.87,PayPal,0,68
98.56,PayPal,0,214
95.01,PayPal,0,222
995.64,PayPal,0,233
215.86,debit card,0,212
402.9500000000001,credit card,1,17
34.39,bank transfer,0,277
343.33,credit card,0,177
181.12,credit card,0,1
150.4,debit card,0,119
225.78,debit card,0,211
271.5,debit card,0,213
47.56,credit card,0,349
182.94,bank transfer,0,147
472.87,credit card,0,148
401.71,PayPal,0,334
518.99,PayPal,0,265
213.77,bank transfer,0,288
788.7,bank transfer,1,244
411.58,debit card,0,79
257.78,debit card,0,221
78.82,debit card,0,219
200.54,credit card,0,175
123.45,debit card,1,170
194.96,credit card,0,186
359.29,bank transfer,0,180
73.29,debit card,0,329
115.49,bank transfer,0,174
75.06,credit card,0,358
51.07,bank transfer,0,241
795.56,PayPal,0,33
205.29,bank transfer,0,333
32.52,bank transfer,0,280
158.9,PayPal,0,87
364.5,PayPal,0,364
42.94,debit card,0,262
156.19,PayPal,0,212
177.36,bank transfer,0,233
11.91,bank transfer,0,22
145.91,bank transfer,0,34
125.18,bank transfer,0,160
19.45,bank transfer,0,314
265.25,bank transfer,0,135
75.93,credit card,0,154
16.36,debit card,1,304
373.4,bank transfer,1,10
277.16,debit card,0,53
101.37,credit card,0,119
127.28,debit card,0,57
211.16,PayPal,0,83
186.23,bank transfer,0,297
66.62,credit card,0,8
77.04,credit card,0,178
163.39,credit card,0,299
271.54,debit card,0,3
54.88,debit card,0,13
354.52,PayPal,0,288
27.53,credit card,0,47
550.89,PayPal,0,162
225.84,bank transfer,0,120
123.18,PayPal,0,1
19.89,debit card,0,27
756.97,credit card,0,92
57.33,debit card,0,358
25.25,credit card,0,51
380.99,bank transfer,0,351
80.16,PayPal,0,58
514.14,PayPal,0,365
171.55,bank transfer,0,303
57.3,PayPal,0,135
46.33,PayPal,0,346
646.99,bank transfer,0,29
1562.6,debit card,1,22
332.95,PayPal,0,345
191.64,PayPal,0,223
411.52,bank transfer,0,54
163.55,debit card,0,26
508.71,PayPal,0,327
81.58,PayPal,0,153
355.82,debit card,0,338
22.47,credit card,0,65
471.95,bank transfer,0,229
436.39,bank transfer,0,224
423.42,PayPal,0,179
199.51,PayPal,0,134
60.86,credit card,0,12
155.67,credit card,0,280
273.51,debit card,0,56
187.41,PayPal,0,235
21.67,PayPal,1,26
55.29,PayPal,0,84
619.64,bank transfer,0,118
174.94,bank transfer,0,310
132.53,PayPal,0,260
15.53,debit card,0,118
111.53,credit card,0,245
496.76,debit card,1,258
90.1,PayPal,1,7
47.41,PayPal,0,138
1040.53,PayPal,0,242
251.1,bank transfer,0,57
306.68,credit card,0,73
41.47,bank transfer,0,60
172.63,PayPal,1,23
336.92,debit card,0,133
362.1,bank transfer,0,72
81.89,debit card,0,112
86.48,bank transfer,0,211
325.4,bank transfer,0,267
41.47,PayPal,0,112
255.87,debit card,0,341
78.96,PayPal,0,323
66.35,debit card,0,353
633.22,debit card,0,298
29.39,bank transfer,0,158
108.47,PayPal,0,187
160.61,PayPal,0,2
1384.7,credit card,1,27
603.8,debit card,0,191
15.41,credit card,0,30
195.25,bank transfer,0,47
310.06,credit card,0,284
107.24,debit card,0,79
332.56,credit card,0,86
364.12,PayPal,0,278
435.3,credit card,0,288
103.52,bank transfer,0,140
253.85,PayPal,0,350
149.36,credit card,0,262
90.02,credit card,0,76
192.26,credit card,0,19
117.51,debit card,0,319
27.1,credit card,0,263
35.05,credit card,0,336
312.14,debit card,0,255
164.15,bank transfer,0,59
119.03,bank transfer,0,281
156.26,bank transfer,1,175
346.02,credit card,0,248
57.55,PayPal,0,43
447.48,debit card,0,148
751.1,debit card,0,54
288.07,PayPal,0,10
1007.99,debit card,0,336
398.13,debit card,0,118
584.17,credit card,0,179
85.9,bank transfer,0,187
156.26,bank transfer,0,144
12.43,credit card,0,88
427.01,credit card,0,305
829.0,debit card,0,188
218.5,debit card,0,140
222.64,bank transfer,0,271
64.86,debit card,0,228
34.71,credit card,0,256
304.6,debit card,0,218
139.68,PayPal,0,269
669.95,PayPal,1,338
14.16,credit card,0,79
50.6,debit card,0,14
74.15,PayPal,0,36
355.35,bank transfer,0,133
286.84,credit card,0,165
426.34,PayPal,0,340
11.31,PayPal,0,335
521.31,debit card,0,14
59.33,credit card,0,99
67.67,credit card,0,192
45.96,credit card,0,67
149.6,debit card,0,186
797.39,PayPal,0,7
86.47,credit card,0,214
59.49,bank transfer,0,79
22.71,bank transfer,0,71
387.3,PayPal,0,357
20.21,PayPal,0,79
403.29,bank transfer,0,190
252.85,PayPal,0,175
76.25,debit card,0,9
36.72,PayPal,0,132
12.35,PayPal,0,8
720.35,PayPal,0,305
240.9,bank transfer,0,233
498.12,credit card,0,251
121.29,debit card,0,311
139.44,credit card,0,108
51.52,debit card,0,364
288.41,bank transfer,0,23
22.33,debit card,0,17
82.44,credit card,0,323
43.49,bank transfer,0,168
344.59,bank transfer,0,330
10.3,bank transfer,0,50
137.23,PayPal,0,250
553.77,debit card,1,173
424.57,credit card,0,191
321.2,credit card,0,270
488.02,debit card,0,256
53.38,credit card,0,205
47.44,credit card,0,250
18.99,debit card,0,38
518.14,bank transfer,0,201
23.31,credit card,0,30
134.22,debit card,0,223
346.11,credit card,0,109
979.26,debit card,0,350
121.32,debit card,0,156
11.34,debit card,0,30
151.31,PayPal,0,4
90.02,debit card,0,72
153.02,debit card,0,277
149.19,debit card,0,188
51.47,debit card,0,295
82.74,bank transfer,0,216
216.81,PayPal,0,28
1248.75,PayPal,1,98
183.89,credit card,0,183
406.86,credit card,0,30
220.01,bank transfer,0,266
15.86,PayPal,0,147
300.25,debit card,0,54
530.88,PayPal,0,153
17.94,PayPal,0,90
15.72,credit card,0,254
111.2,credit card,0,355
163.14,credit card,0,26
358.12,debit card,0,112
71.74,bank transfer,0,134
255.28,bank transfer,0,229
133.47,credit card,0,216
238.81,bank transfer,0,228
17.07,credit card,0,159
1048.85,credit card,0,177
135.78,PayPal,0,139
95.39,PayPal,0,39
191.12,PayPal,0,267
78.04,PayPal,0,236
48.69,bank transfer,0,144
30.3,credit card,0,355
82.93,PayPal,0,111
190.75,debit card,0,73
92.0,credit card,0,304
119.25,bank transfer,0,16
171.51,bank transfer,0,75
484.04,debit card,0,179
11.74,credit card,0,237
153.81,bank transfer,0,296
54.19,debit card,0,299
124.89,debit card,0,229
49.1,PayPal,0,96
87.94,debit card,0,249
168.14,debit card,0,145
305.45,PayPal,0,170
156.24,PayPal,0,189
363.17,PayPal,0,122
85.5,bank transfer,0,277
542.67,PayPal,0,303
136.32,bank transfer,0,45
198.06,PayPal,0,211
342.33,debit card,0,201
374.53,debit card,0,306
303.24,PayPal,0,68
87.06,bank transfer,0,145
144.56,PayPal,0,163
199.5,debit card,0,278
568.12,debit card,0,104
399.77,credit card,0,38
115.24,PayPal,0,261
154.7,credit card,0,122
134.83,bank transfer,0,151
260.25,debit card,0,321
47.79,credit card,0,34
256.87,PayPal,0,352
102.34,bank transfer,0,94
70.6,debit card,0,18
421.48,credit card,0,76
69.09,debit card,0,126
133.21,credit card,0,271
101.84,credit card,0,257
332.84,PayPal,0,223
79.28,bank transfer,0,272
64.04,bank transfer,0,122
455.73,debit card,0,303
13.43,bank transfer,0,171
823.67,debit card,0,107
180.11,credit card,0,352
49.2,bank transfer,0,254
45.94,bank transfer,0,129
17.8,credit card,0,257
1745.15,bank transfer,1,16
42.7,PayPal,0,4
105.55,PayPal,0,121
146.86,debit card,0,173
166.86,credit card,0,152
276.23,debit card,0,208
243.89,credit card,0,209
65.34,credit card,0,211
32.67,PayPal,0,9
41.39,credit card,0,60
396.43,debit card,0,360
82.75,debit card,0,292
66.69,debit card,0,92
34.76,credit card,0,37
971.82,bank transfer,0,316
594.61,PayPal,0,326
558.88,debit card,0,249
381.23,credit card,0,23
30.32,debit card,0,192
474.07,bank transfer,0,194
245.25,credit card,0,128
314.2,bank transfer,0,358
13.6,debit card,0,252
173.53,bank transfer,0,285
523.74,debit card,0,347
115.99,credit card,0,269
42.62,PayPal,0,214
510.15,debit card,0,82
137.15,PayPal,1,244
42.0,credit card,0,257
367.67,debit card,0,74
106.95,PayPal,0,265
929.45,credit card,0,353
63.66,debit card,0,142
135.4,credit card,0,333
12.93,bank transfer,0,128
1166.2,PayPal,1,317
70.39,credit card,1,155
698.68,bank transfer,0,319
49.98,credit card,0,15
293.52,credit card,0,134
582.49,bank transfer,0,243
84.17,credit card,0,171
172.4,PayPal,0,310
140.94,PayPal,0,163
18.59,credit card,0,189
32.33,debit card,0,70
305.34,credit card,0,160
32.09,bank transfer,0,219
72.74,debit card,1,314
78.92,credit card,0,299
539.84,PayPal,0,230
50.5,credit card,0,274
493.83,credit card,0,64
406.86,debit card,0,253
137.16,credit card,0,61
627.56,debit card,0,237
447.58,bank transfer,0,354
10.62,credit card,0,127
272.63,debit card,0,303
41.44,credit card,0,344
107.41,debit card,0,12
119.01,PayPal,0,251
244.23,credit card,0,215
106.25,bank transfer,0,337
321.87,PayPal,0,105
26.16,debit card,0,339
226.9,credit card,0,151
605.05,PayPal,0,111
262.26,PayPal,0,62
37.07,bank transfer,0,111
176.83,debit card,0,93
10.45,bank transfer,0,105
52.14,debit card,0,185
144.54,debit card,0,342
266.13,bank transfer,0,56
406.89,credit card,0,197
1294.1,PayPal,1,5
632.38,debit card,0,305
153.9,credit card,0,1
695.9,PayPal,0,262
333.96,bank transfer,0,52
12.71,bank transfer,0,115
508.87,bank transfer,0,305
42.24,PayPal,0,308
257.09,PayPal,0,20
375.99,PayPal,0,124
250.4,debit card,0,146
659.09,credit card,0,340
188.64,debit card,0,92
529.29,debit card,0,269
217.78,bank transfer,0,347
20.4,bank transfer,0,155
706.86,PayPal,0,244
161.11,bank transfer,0,183
1975.75,credit card,1,160
10.29,debit card,0,256
211.71,PayPal,0,272
86.7,PayPal,0,259
211.7,credit card,0,57
395.01,bank transfer,0,364
732.85,PayPal,0,300
47.39,bank transfer,0,64
190.93,bank transfer,0,121
559.76,credit card,0,354
295.63,bank transfer,0,324
14.36,credit card,0,324
232.34,debit card,1,334
13.52,credit card,0,19
237.69,PayPal,0,316
43.38,bank transfer,0,265
150.17,credit card,0,326
439.83,bank transfer,0,21
79.14,credit card,0,192
160.92,debit card,0,112
702.14,PayPal,0,363
408.83,bank transfer,0,228
63.18,debit card,0,153
171.54,debit card,0,171
61.8,credit card,0,129
187.07,credit card,0,102
92.78,bank transfer,0,285
357.26,PayPal,0,219
28.67,PayPal,0,171
165.56,bank transfer,0,226
962.89,bank transfer,0,109
500.93,bank transfer,0,59
495.35,bank transfer,0,328
98.38,PayPal,0,41
338.24,PayPal,0,267
52.82,bank transfer,0,57
539.3,debit card,0,160
70.33,PayPal,0,243
345.69,debit card,0,342
662.32,credit card,0,90
139.9,bank transfer,0,47
40.43,PayPal,0,28
113.99,PayPal,0,168
68.09,PayPal,0,333
53.8,bank transfer,0,189
353.02,PayPal,0,50
123.48,debit card,0,8
212.71,bank transfer,0,189
341.32,debit card,0,59
102.41,bank transfer,0,17
193.25,credit card,1,19
153.7,debit card,0,176
955.18,bank transfer,0,319
20.33,debit card,0,352
426.49,bank transfer,0,224
287.44,bank transfer,0,245
224.82,bank transfer,0,39
142.82,debit card,0,7
130.8,credit card,0,334
54.55,credit card,0,326
43.8,credit card,0,276
50.69,debit card,0,148
457.7,PayPal,0,162
45.02,credit card,0,335
212.69,credit card,0,83
192.92,bank transfer,0,313
108.85,debit card,0,71
248.75,credit card,0,291
15.6,debit card,0,30
66.05,debit card,0,165
71.68,PayPal,0,291
165.37,PayPal,0,50
325.02,bank transfer,0,296
263.15,credit card,0,288
38.71,debit card,0,242
421.45,bank transfer,0,190
682.25,debit card,1,347
561.78,PayPal,0,57
516.68,debit card,0,166
164.43,debit card,0,150
248.71,bank transfer,0,28
126.61,debit card,0,326
574.6,debit card,1,11
236.93,credit card,0,231
32.57,bank transfer,0,256
379.66,credit card,0,65
526.42,credit card,0,62
246.34,credit card,0,18
46.4,credit card,0,273
85.62,debit card,0,72
324.24,credit card,0,51
189.27,bank transfer,0,4
72.27,debit card,0,158
546.51,debit card,0,305
130.1,PayPal,0,137
97.62,bank transfer,0,363
13.07,bank transfer,0,122
1480.3,debit card,1,232
220.48,PayPal,0,135
140.55,credit card,0,61
167.48,PayPal,0,137
312.36,PayPal,0,258
89.4,bank transfer,0,305
153.42,PayPal,0,119
85.68,bank transfer,0,85
353.51,PayPal,0,119
157.19,PayPal,0,322
166.72,bank transfer,0,325
152.64,PayPal,0,210
144.42,credit card,0,109
180.61,debit card,0,269
105.77,debit card,0,224
200.35,debit card,0,364
273.07,debit card,0,355
378.67,PayPal,1,2
42.95,debit card,0,276
36.04,debit card,0,23
73.93,debit card,0,99
82.33,credit card,0,130
337.38,credit card,0,291
115.53,PayPal,0,111
20.49,debit card,0,20
499.4,debit card,0,19
204.18,bank transfer,0,70
189.81,debit card,0,263
212.54,PayPal,0,175
544.01,bank transfer,0,185
436.76,PayPal,0,318
251.83,debit card,0,329
17.25,debit card,0,198
36.45,credit card,0,113
385.39,debit card,0,180
757.47,debit card,0,296
280.42,bank transfer,0,294
163.67,bank transfer,0,183
100.78,PayPal,0,231
12.75,PayPal,0,106
120.48,debit card,0,175
37.47,PayPal,0,28
538.6,debit card,0,63
340.98,debit card,0,239
55.43,bank transfer,0,220
339.99,credit card,0,350
111.49,PayPal,0,329
207.03,PayPal,0,44
376.75,credit card,0,15
321.02,bank transfer,0,203
24.23,bank transfer,0,167
284.12,debit card,0,52
38.75,bank transfer,0,134
644.23,credit card,0,85
354.81,PayPal,0,76
1906.8,PayPal,1,16
92.2,PayPal,0,180
101.1,credit card,0,191
20.53,bank transfer,0,39
151.08,bank transfer,0,66
212.61,credit card,0,1
17.09,bank transfer,0,328
69.65,credit card,0,225
54.82,bank transfer,0,195
163.41,credit card,0,256
296.39,PayPal,0,130
692.34,debit card,0,322
48.55,PayPal,0,109
453.45,bank transfer,0,302
279.91,bank transfer,0,328
24.77,bank transfer,0,240
892.9000000000001,bank transfer,1,269
117.67,credit card,0,39
156.14,bank transfer,0,358
894.5,credit card,1,116
107.81,bank transfer,0,198
1265.6,credit card,1,302
168.81,credit card,0,362
130.87,bank transfer,0,60
1062.02,bank transfer,0,11
38.21,debit card,0,127
594.37,bank transfer,0,287
69.77,PayPal,0,294
351.54,credit card,1,26
227.94,debit card,1,124
431.15,bank transfer,0,106
110.47,debit card,0,195
147.42,credit card,0,97
48.01,debit card,0,138
102.79,debit card,0,311
311.58,debit card,0,76
65.31,PayPal,0,327
92.9,PayPal,0,310
217.39,debit card,0,20
511.87,credit card,0,316
464.55,debit card,0,195
41.52,bank transfer,0,203
283.23,PayPal,0,84
2585.5,debit card,1,151
65.44,debit card,0,263
162.58,credit card,0,3
288.63,bank transfer,0,217
72.6,PayPal,0,245
407.28,PayPal,0,122
135.72,bank transfer,0,80
194.1,PayPal,0,165
161.08,bank transfer,0,172
164.42,debit card,0,61
103.29,credit card,0,66
245.5,bank transfer,0,189
121.7,credit card,0,264
12.75,bank transfer,1,112
194.31,bank transfer,0,83
91.17,debit card,0,106
125.17,bank transfer,0,289
19.03,debit card,0,347
566.52,debit card,0,246
77.56,credit card,0,88
471.7,credit card,0,77
90.48,PayPal,0,347
49.73,debit card,0,285
15.51,PayPal,0,321
72.4,bank transfer,0,169
193.3,bank transfer,1,25
210.74,bank transfer,1,29
172.52,debit card,0,242
216.9,bank transfer,0,295
57.96,PayPal,0,345
117.2,bank transfer,0,207
122.33,debit card,0,240
253.98,debit card,0,192
1303.55,PayPal,1,18
77.73,credit card,0,255
104.72,PayPal,0,363
80.57,debit card,0,192
116.1,bank transfer,0,220
221.86,debit card,0,193
15.63,debit card,0,255
404.92,credit card,0,217
1149.1,credit card,0,105
72.72,PayPal,0,91
166.19,PayPal,0,240
43.59,debit card,0,327
183.81,debit card,0,94
59.83,PayPal,0,111
298.33,PayPal,0,28
253.57,PayPal,0,105
218.13,credit card,0,173
64.7,PayPal,0,49
47.97,debit card,0,322
279.5,credit card,0,234
15.05,bank transfer,0,287
645.31,PayPal,0,187
514.46,bank transfer,0,224
157.93,bank transfer,0,126
176.82,bank transfer,0,33
287.06,debit card,0,1
21.98,credit card,0,8
16.08,debit card,0,119
45.58,debit card,0,87
329.12,bank transfer,0,251
139.45,credit card,0,225
61.34,PayPal,0,299
122.9,bank transfer,0,281
293.8,bank transfer,0,337
112.83,PayPal,0,19
387.02,debit card,0,9
366.96,credit card,0,183
32.24,credit card,0,67
39.45,credit card,0,223
426.43,credit card,0,102
62.63,debit card,0,100
142.04,PayPal,0,234
35.07,credit card,0,236
123.55,debit card,0,43
478.57,debit card,0,290
414.78,debit card,0,57
11.49,PayPal,0,323
169.42,debit card,0,44
122.64,credit card,0,227
52.58,debit card,0,313
13.7,bank transfer,0,322
116.67,bank transfer,0,161
203.04,bank transfer,0,314
82.07,bank transfer,0,256
118.18,debit card,0,183
1097.78,bank transfer,0,137
10.76,credit card,0,180
268.54,bank transfer,0,287
621.65,bank transfer,0,353
542.39,bank transfer,0,273
23.12,bank transfer,0,3
32.68,debit card,0,164
47.44,debit card,0,342
177.8,PayPal,0,44
146.33,credit card,0,269
362.32,debit card,0,6
360.53,bank transfer,0,287
253.05,bank transfer,0,89
271.36,PayPal,0,118
54.57,debit card,0,177
216.08,credit card,0,142
393.18,debit card,0,279
224.42,debit card,0,271
65.11,credit card,0,279
209.69,credit card,0,67
12.99,credit card,0,174
79.08,debit card,0,22
127.16,PayPal,0,16
370.15,bank transfer,0,209
537.51,credit card,0,163
269.76,PayPal,0,185
273.94,bank transfer,0,230
557.76,debit card,0,148
137.12,credit card,0,288
546.28,PayPal,1,44
405.52,bank transfer,0,28
800.77,debit card,0,123
184.39,bank transfer,0,6
161.04,debit card,0,134
61.81,bank transfer,0,124
139.83,credit card,0,127
82.79,PayPal,0,331
176.01,bank transfer,0,36
105.75,PayPal,0,287
251.45,credit card,0,268
332.14,PayPal,0,72
112.9,debit card,0,282
83.21,debit card,0,106
205.23,debit card,0,269
468.92,debit card,0,335
39.83,credit card,0,241
168.87,debit card,0,21
30.11,debit card,0,175
177.58,bank transfer,0,111
154.1,credit card,0,289
186.72,PayPal,0,96
19.15,debit card,0,101
36.01,credit card,0,3
700.37,debit card,0,248
63.49,debit card,0,161
114.9,debit card,0,361
58.31,bank transfer,0,2
232.11,bank transfer,0,57
26.55,debit card,0,31
224.33,bank transfer,0,43
276.49,bank transfer,0,22
253.93,credit card,0,63
126.98,debit card,0,78
36.38,bank transfer,0,243
1138.22,bank transfer,0,286
251.15,bank transfer,0,176
424.96,credit card,1,314
253.23,debit card,0,243
297.72,PayPal,0,244
605.9000000000001,debit card,1,148
280.93,bank transfer,0,301
359.01,credit card,0,42
160.1,bank transfer,0,119
180.62,credit card,0,39
360.61,credit card,0,175
182.6,PayPal,0,223
60.07,credit card,0,307
79.15,PayPal,0,242
39.58,PayPal,0,146
173.89,bank transfer,0,151
217.02,debit card,0,18
45.24,debit card,0,164
642.2,bank transfer,0,348
118.5,credit card,0,205
182.82,PayPal,0,211
310.79,bank transfer,0,47
54.42,debit card,0,94
27.05,PayPal,0,234
197.22,credit card,0,1
52.19,PayPal,0,288
194.71,credit card,0,26
876.55,bank transfer,0,38
538.75,bank transfer,0,185
38.96,debit card,0,98
118.31,credit card,0,220
223.89,bank transfer,0,298
127.04,debit card,0,2
121.13,bank transfer,0,362
14.58,credit card,0,177
111.43,PayPal,0,37
89.92,bank transfer,0,43
63.16,bank transfer,0,311
228.21,bank transfer,0,81
448.95,credit card,0,238
277.08,bank transfer,0,112
229.06,bank transfer,0,181
81.13,debit card,0,119
65.14,debit card,0,307
71.28,PayPal,0,224
24.51,PayPal,0,148
655.75,credit card,0,124
361.81,credit card,0,154
45.16,bank transfer,0,177
322.44,bank transfer,0,52
36.09,debit card,0,221
71.03,debit card,0,354
95.84,bank transfer,0,109
12.38,debit card,0,232
131.94,PayPal,0,12
193.38,credit card,0,363
79.61,bank transfer,0,243
108.12,credit card,0,99
136.43,credit card,0,178
86.99,bank transfer,0,5
133.26,bank transfer,0,249
298.22,credit card,0,324
260.76,bank transfer,0,121
169.16,debit card,0,228
62.76,bank transfer,0,17
64.23,credit card,0,30
208.8,bank transfer,0,14
35.98,credit card,0,129
264.6,debit card,0,243
1235.35,debit card,1,44
348.37,bank transfer,0,209
15.02,credit card,0,10
146.84,credit card,0,164
843.91,debit card,0,352
155.41,credit card,0,349
56.57,credit card,0,253
436.81,PayPal,0,248
189.66,debit card,0,10
124.72,PayPal,0,278
237.67,PayPal,0,256
327.56,credit card,0,319
301.97,PayPal,0,259
42.51,PayPal,0,356
50.5,debit card,0,327
273.33,credit card,0,239
274.21,debit card,0,33
370.78,PayPal,0,94
73.71,credit card,0,352
16.14,debit card,0,203
90.83,bank transfer,0,221
280.91,debit card,0,177
345.01,PayPal,0,199
208.28,credit card,0,54
828.14,bank transfer,0,143
247.17,debit card,0,219
71.12,PayPal,0,104
18.47,PayPal,0,338
153.11,debit card,0,236
64.14,PayPal,0,66
231.87,PayPal,0,353
30.91,bank transfer,0,215
699.09,bank transfer,0,167
221.1,credit card,0,172
618.67,PayPal,1,18
167.27,debit card,0,195
200.55,bank transfer,0,33
43.86,PayPal,0,359
29.63,credit card,0,74
203.54,credit card,0,190
95.4,debit card,0,38
216.04,credit card,0,22
14.3,PayPal,0,296
92.89,debit card,0,247
217.55,PayPal,0,273
66.13,credit card,0,206
665.92,PayPal,0,257
54.06,PayPal,1,348
150.15,credit card,1,320
741.88,debit card,0,275
108.11,debit card,0,89
66.4,PayPal,0,326
476.19,PayPal,1,7
309.49,PayPal,0,330
233.66,debit card,0,198
25.77,PayPal,0,58
459.07,credit card,0,214
77.72,bank transfer,0,38
66.25,bank transfer,1,6
30.07,PayPal,0,204
95.42,debit card,0,338
529.36,debit card,0,247
253.94,debit card,0,127
